user_id,age,interest,level,learning_style
415,10,creativity,Beginner,audio
416,17,language,Intermediate,audio
417,55,problem-solving,Intermediate,visual
418,25,memory,Beginner,audio
419,23,coding,Beginner,audio
420,21,attention,Intermediate,kinesthetic
421,32,logic,Intermediate,visual
422,24,mathematics,Beginner,audio
423,37,coding,Advanced,audio
424,43,logic,Intermediate,audio
425,11,memory,Advanced,kinesthetic
426,41,mathematics,Advanced,kinesthetic
427,32,mathematics,Beginner,kinesthetic
428,31,creativity,Beginner,kinesthetic
429,34,coding,Intermediate,visual
430,31,psychology,Beginner,audio
431,31,neuroscience,Advanced,visual
432,58,neuroscience,Intermediate,visual
433,51,problem-solving,Advanced,kinesthetic
434,15,attention,Beginner,visual
435,24,logic,Beginner,visual
436,52,coding,Intermediate,kinesthetic
437,46,language,Beginner,audio
438,42,attention,Intermediate,kinesthetic
439,17,creativity,Advanced,audio
440,53,mathematics,Beginner,visual
441,53,psychology,Intermediate,audio
442,14,coding,Beginner,visual
443,48,attention,Beginner,visual
444,13,attention,Advanced,audio
445,15,psychology,Advanced,kinesthetic
446,54,problem-solving,Intermediate,visual
447,41,logic,Advanced,visual
448,39,logic,Intermediate,audio
449,56,attention,Beginner,kinesthetic
450,44,memory,Beginner,audio
451,49,attention,Advanced,audio
452,25,attention,Beginner,audio
453,22,psychology,Intermediate,visual
454,59,mathematics,Intermediate,kinesthetic
455,51,psychology,Intermediate,audio
456,39,coding,Beginner,audio
457,28,attention,Beginner,kinesthetic
458,26,logic,Beginner,visual
459,28,language,Intermediate,visual
460,37,logic,Intermediate,audio
461,35,neuroscience,Intermediate,visual
462,46,problem-solving,Intermediate,audio
463,35,creativity,Beginner,kinesthetic
464,32,coding,Advanced,visual
465,18,coding,Intermediate,visual
466,21,problem-solving,Beginner,audio
467,10,language,Beginner,audio
468,10,creativity,Advanced,audio
469,56,mathematics,Advanced,audio
470,43,attention,Beginner,audio
471,41,creativity,Intermediate,visual
472,57,language,Beginner,audio
473,34,memory,Beginner,visual
474,49,neuroscience,Intermediate,audio
475,54,creativity,Intermediate,audio
476,10,creativity,Intermediate,visual
477,25,neuroscience,Beginner,visual
478,48,attention,Beginner,visual
479,14,creativity,Beginner,audio
480,31,neuroscience,Beginner,visual
481,38,neuroscience,Beginner,visual
482,12,neuroscience,Beginner,audio
483,21,psychology,Beginner,visual
484,35,language,Beginner,visual
485,25,psychology,Intermediate,audio
486,46,memory,Beginner,kinesthetic
487,31,mathematics,Beginner,visual
488,38,psychology,Intermediate,audio
489,23,psychology,Beginner,visual
490,37,language,Intermediate,audio
491,14,mathematics,Beginner,kinesthetic
492,56,problem-solving,Beginner,visual
493,58,neuroscience,Beginner,audio
494,39,coding,Beginner,audio
495,55,mathematics,Intermediate,audio
496,14,memory,Advanced,visual
497,21,attention,Beginner,visual
498,25,memory,Beginner,audio
499,35,neuroscience,Intermediate,audio
500,35,mathematics,Beginner,audio
501,57,memory,Advanced,audio
502,30,memory,Beginner,audio
503,48,problem-solving,Advanced,visual
504,45,problem-solving,Beginner,visual
505,42,mathematics,Beginner,kinesthetic
506,39,neuroscience,Advanced,kinesthetic
507,46,psychology,Intermediate,visual
508,32,logic,Intermediate,visual
509,19,creativity,Intermediate,kinesthetic
510,14,coding,Intermediate,audio
511,45,creativity,Beginner,audio
512,43,language,Intermediate,audio
513,40,problem-solving,Beginner,visual
514,19,mathematics,Advanced,visual
515,28,creativity,Advanced,audio
516,41,neuroscience,Beginner,visual
517,10,coding,Beginner,visual
518,14,creativity,Beginner,audio
519,54,coding,Beginner,audio
520,13,attention,Advanced,audio
521,25,neuroscience,Beginner,audio
522,33,logic,Beginner,kinesthetic
523,25,memory,Advanced,kinesthetic
524,11,coding,Advanced,kinesthetic
525,58,neuroscience,Intermediate,visual
526,37,coding,Intermediate,visual
527,41,coding,Intermediate,visual
528,36,psychology,Advanced,visual
529,29,psychology,Intermediate,visual
530,33,neuroscience,Intermediate,visual
531,21,psychology,Beginner,audio
532,59,language,Beginner,visual
533,44,logic,Intermediate,audio
534,42,mathematics,Advanced,visual
535,42,neuroscience,Advanced,visual
536,52,neuroscience,Advanced,audio
537,46,language,Intermediate,kinesthetic
538,21,problem-solving,Intermediate,audio
539,12,problem-solving,Advanced,audio
540,10,psychology,Intermediate,audio
541,42,mathematics,Beginner,kinesthetic
542,49,psychology,Beginner,visual
543,19,attention,Advanced,visual
544,52,attention,Beginner,kinesthetic
545,53,memory,Advanced,audio
546,38,attention,Beginner,audio
547,22,problem-solving,Intermediate,audio
548,21,logic,Intermediate,visual
549,40,attention,Intermediate,visual
550,55,psychology,Beginner,audio
551,11,coding,Advanced,audio
552,59,neuroscience,Intermediate,audio
553,44,logic,Beginner,visual
554,32,logic,Intermediate,audio
555,26,psychology,Beginner,audio
556,35,neuroscience,Beginner,audio
557,17,problem-solving,Beginner,visual
558,38,logic,Advanced,visual
559,35,memory,Intermediate,visual
560,19,psychology,Intermediate,visual
561,35,logic,Beginner,visual
562,43,mathematics,Beginner,kinesthetic
563,50,neuroscience,Advanced,audio
564,16,attention,Intermediate,visual
565,13,logic,Advanced,visual
566,59,psychology,Beginner,audio
567,54,attention,Beginner,visual
568,20,memory,Advanced,audio
569,38,attention,Intermediate,audio
570,45,mathematics,Beginner,audio
571,34,problem-solving,Beginner,audio
572,30,logic,Advanced,visual
573,45,creativity,Beginner,visual
574,19,creativity,Intermediate,visual
575,46,attention,Beginner,visual
576,18,language,Beginner,audio
577,33,neuroscience,Advanced,visual
578,44,creativity,Beginner,kinesthetic
579,58,language,Intermediate,audio
580,44,creativity,Advanced,visual
581,57,language,Beginner,visual
582,45,neuroscience,Beginner,visual
583,27,coding,Intermediate,audio
584,58,creativity,Beginner,audio
585,48,mathematics,Beginner,visual
586,41,logic,Beginner,kinesthetic
587,33,language,Intermediate,audio
588,32,logic,Intermediate,kinesthetic
589,41,psychology,Intermediate,audio
590,46,psychology,Beginner,audio
591,21,neuroscience,Intermediate,visual
592,58,language,Advanced,visual
593,22,memory,Intermediate,audio
594,32,psychology,Intermediate,audio
595,34,neuroscience,Intermediate,kinesthetic
596,44,psychology,Advanced,kinesthetic
597,50,psychology,Advanced,audio
598,39,memory,Beginner,audio
599,26,creativity,Beginner,visual
600,58,attention,Beginner,visual
601,29,coding,Beginner,audio
602,57,psychology,Beginner,kinesthetic
603,34,psychology,Advanced,audio
604,31,mathematics,Beginner,visual
605,22,coding,Intermediate,visual
606,28,memory,Intermediate,visual
607,58,logic,Beginner,audio
608,45,language,Advanced,visual
609,21,psychology,Advanced,kinesthetic
610,50,attention,Beginner,visual
611,28,language,Beginner,visual
612,21,coding,Beginner,audio
613,18,language,Intermediate,kinesthetic
614,16,creativity,Beginner,kinesthetic
615,37,psychology,Intermediate,visual
616,23,language,Advanced,visual
617,40,logic,Beginner,kinesthetic
618,28,logic,Advanced,audio
619,56,psychology,Beginner,visual
620,25,problem-solving,Advanced,visual
621,14,logic,Beginner,visual
622,44,language,Intermediate,kinesthetic
623,21,neuroscience,Beginner,visual
624,34,logic,Advanced,audio
625,30,coding,Intermediate,audio
626,45,problem-solving,Beginner,audio
627,32,language,Intermediate,visual
628,25,memory,Beginner,audio
629,48,mathematics,Intermediate,audio
630,54,memory,Advanced,visual
631,51,creativity,Beginner,kinesthetic
632,48,mathematics,Beginner,kinesthetic
633,23,creativity,Beginner,kinesthetic
634,40,mathematics,Intermediate,visual
635,14,mathematics,Beginner,audio
636,44,neuroscience,Beginner,kinesthetic
637,32,attention,Beginner,audio
638,38,coding,Beginner,visual
639,52,memory,Advanced,visual
640,20,logic,Beginner,kinesthetic
641,27,language,Intermediate,visual
642,56,problem-solving,Intermediate,audio
643,21,coding,Intermediate,visual
644,18,creativity,Beginner,audio
645,19,neuroscience,Intermediate,kinesthetic
646,53,creativity,Advanced,visual
647,26,attention,Beginner,visual
648,47,problem-solving,Beginner,kinesthetic
649,16,neuroscience,Beginner,visual
650,55,creativity,Beginner,audio
651,22,attention,Beginner,audio
652,49,language,Intermediate,visual
653,51,language,Beginner,kinesthetic
654,18,creativity,Intermediate,visual
655,59,coding,Intermediate,kinesthetic
656,36,problem-solving,Beginner,audio
657,11,psychology,Intermediate,audio
658,14,coding,Beginner,audio
659,38,language,Advanced,visual
660,46,problem-solving,Beginner,audio
661,47,attention,Intermediate,audio
662,28,neuroscience,Advanced,visual
663,17,mathematics,Beginner,visual
664,57,creativity,Beginner,visual
665,54,memory,Intermediate,visual
666,10,problem-solving,Beginner,visual
667,31,logic,Advanced,visual
668,26,attention,Advanced,kinesthetic
669,16,psychology,Beginner,audio
670,34,mathematics,Beginner,audio
671,54,logic,Beginner,audio
672,13,psychology,Beginner,audio
673,45,memory,Intermediate,kinesthetic
674,15,language,Intermediate,audio
675,40,coding,Beginner,kinesthetic
676,28,creativity,Beginner,audio
677,53,neuroscience,Beginner,kinesthetic
678,48,psychology,Beginner,visual
679,36,mathematics,Advanced,visual
680,19,problem-solving,Beginner,visual
681,35,language,Advanced,audio
682,28,problem-solving,Intermediate,visual
683,48,mathematics,Intermediate,audio
684,12,problem-solving,Beginner,visual
685,54,psychology,Intermediate,visual
686,22,attention,Intermediate,audio
687,59,problem-solving,Intermediate,kinesthetic
688,37,coding,Beginner,audio
689,29,memory,Beginner,visual
690,37,neuroscience,Intermediate,kinesthetic
691,17,psychology,Beginner,visual
692,50,logic,Beginner,visual
693,48,mathematics,Advanced,visual
694,10,language,Beginner,kinesthetic
695,12,psychology,Beginner,audio
696,22,attention,Beginner,visual
697,37,language,Intermediate,visual
698,58,coding,Beginner,audio
699,34,mathematics,Intermediate,audio
700,42,language,Beginner,audio
701,47,problem-solving,Beginner,visual
702,15,psychology,Intermediate,kinesthetic
703,53,memory,Beginner,visual
704,54,mathematics,Advanced,visual
705,41,creativity,Beginner,audio
706,54,coding,Beginner,audio
707,56,neuroscience,Beginner,audio
708,30,mathematics,Beginner,visual
709,25,attention,Advanced,audio
710,30,psychology,Advanced,visual
711,20,problem-solving,Beginner,kinesthetic
712,46,neuroscience,Intermediate,visual
713,45,neuroscience,Intermediate,visual
714,44,coding,Beginner,visual
715,28,language,Beginner,audio
716,29,attention,Advanced,audio
717,27,language,Advanced,kinesthetic
718,56,problem-solving,Advanced,visual
719,50,neuroscience,Intermediate,visual
720,58,attention,Intermediate,audio
721,23,attention,Beginner,visual
722,24,logic,Beginner,audio
723,40,psychology,Beginner,audio
724,10,neuroscience,Intermediate,audio
725,12,neuroscience,Intermediate,visual
726,25,attention,Advanced,audio
727,32,language,Advanced,audio
728,20,neuroscience,Advanced,visual
729,21,attention,Advanced,visual
730,19,neuroscience,Beginner,visual
731,41,attention,Intermediate,visual
732,25,logic,Intermediate,kinesthetic
733,17,psychology,Beginner,audio
734,47,attention,Advanced,audio
735,21,neuroscience,Advanced,visual
736,33,problem-solving,Beginner,audio
737,37,psychology,Beginner,visual
738,17,logic,Intermediate,visual
739,37,attention,Intermediate,kinesthetic
740,45,problem-solving,Advanced,kinesthetic
741,35,attention,Beginner,kinesthetic
742,17,language,Beginner,audio
743,59,neuroscience,Beginner,kinesthetic
744,37,mathematics,Beginner,audio
745,37,coding,Beginner,visual
746,46,memory,Advanced,visual
747,50,language,Beginner,audio
748,45,problem-solving,Beginner,visual
749,36,language,Beginner,audio
750,26,creativity,Beginner,audio
751,18,attention,Advanced,kinesthetic
752,42,attention,Intermediate,audio
753,29,memory,Intermediate,audio
754,22,memory,Beginner,visual
755,37,creativity,Beginner,kinesthetic
756,57,neuroscience,Beginner,audio
757,38,coding,Beginner,audio
758,22,mathematics,Advanced,kinesthetic
759,55,mathematics,Beginner,audio
760,44,logic,Intermediate,audio
761,15,logic,Beginner,visual
762,27,neuroscience,Intermediate,visual
763,14,logic,Advanced,kinesthetic
764,56,logic,Intermediate,audio
765,34,creativity,Intermediate,kinesthetic
766,11,creativity,Advanced,kinesthetic
767,19,logic,Intermediate,audio
768,39,language,Beginner,audio
769,59,psychology,Beginner,kinesthetic
770,54,psychology,Intermediate,visual
771,14,neuroscience,Intermediate,visual
772,42,mathematics,Beginner,visual
773,10,memory,Beginner,visual
774,27,neuroscience,Advanced,kinesthetic
775,41,logic,Beginner,audio
776,56,creativity,Beginner,audio
777,58,attention,Beginner,kinesthetic
778,20,language,Advanced,kinesthetic
779,30,problem-solving,Beginner,visual
780,35,creativity,Intermediate,kinesthetic
781,34,psychology,Beginner,visual
782,31,creativity,Intermediate,audio
783,36,language,Advanced,kinesthetic
784,58,memory,Beginner,visual
785,22,logic,Intermediate,audio
786,42,attention,Beginner,audio
787,43,psychology,Beginner,visual
788,50,psychology,Advanced,kinesthetic
789,44,coding,Beginner,audio
790,10,mathematics,Intermediate,audio
791,30,memory,Beginner,visual
792,57,psychology,Beginner,kinesthetic
793,15,mathematics,Beginner,visual
794,37,psychology,Intermediate,visual
795,26,logic,Beginner,visual
796,14,mathematics,Intermediate,audio
797,40,language,Beginner,visual
798,14,coding,Beginner,audio
799,47,logic,Intermediate,kinesthetic
800,12,language,Advanced,audio
801,32,attention,Beginner,visual
802,46,memory,Intermediate,audio
803,46,memory,Beginner,visual
804,19,problem-solving,Intermediate,audio
805,19,problem-solving,Advanced,audio
806,28,mathematics,Advanced,audio
807,26,memory,Intermediate,visual
808,30,mathematics,Beginner,audio
809,23,problem-solving,Advanced,visual
810,18,attention,Intermediate,visual
811,55,psychology,Beginner,visual
812,10,language,Beginner,visual
813,54,creativity,Advanced,kinesthetic
814,22,mathematics,Advanced,audio
815,13,attention,Beginner,audio
816,10,language,Intermediate,kinesthetic
817,58,memory,Advanced,audio
818,49,psychology,Beginner,kinesthetic
819,41,language,Beginner,audio
820,43,coding,Intermediate,visual
821,37,problem-solving,Beginner,audio
822,40,language,Beginner,kinesthetic
823,17,creativity,Intermediate,visual
824,48,attention,Advanced,audio
